Position,ReadCount,Source,ts,leader5
55,0.0,5leaderP,Os02g48200.1,250
56,0.0,5leaderP,Os02g48200.1,250
57,0.0,5leaderP,Os02g48200.1,250
58,0.0,5leaderP,Os02g48200.1,250
59,0.0,5leaderP,Os02g48200.1,250
60,0.0,5leaderP,Os02g48200.1,250
61,0.0,5leaderP,Os02g48200.1,250
62,0.0,5leaderP,Os02g48200.1,250
63,0.0,5leaderP,Os02g48200.1,250
64,0.0,5leaderP,Os02g48200.1,250
65,0.0,5leaderP,Os02g48200.1,250
66,0.0,5leaderP,Os02g48200.1,250
67,0.0,5leaderP,Os02g48200.1,250
68,0.0,5leaderP,Os02g48200.1,250
69,0.0,5leaderP,Os02g48200.1,250
70,0.0,5leaderP,Os02g48200.1,250
71,0.0,5leaderP,Os02g48200.1,250
72,0.0,5leaderP,Os02g48200.1,250
73,0.0,5leaderP,Os02g48200.1,250
74,0.0,5leaderP,Os02g48200.1,250
75,0.0,5leaderP,Os02g48200.1,250
76,0.0,5leaderP,Os02g48200.1,250
77,0.0,5leaderP,Os02g48200.1,250
78,0.0,5leaderP,Os02g48200.1,250
79,0.0,5leaderP,Os02g48200.1,250
80,0.0,5leaderP,Os02g48200.1,250
81,0.0,5leaderP,Os02g48200.1,250
82,0.0,5leaderP,Os02g48200.1,250
83,0.0,5leaderP,Os02g48200.1,250
84,0.0,5leaderP,Os02g48200.1,250
85,0.0,5leaderP,Os02g48200.1,250
86,0.0,5leaderP,Os02g48200.1,250
87,0.0,5leaderP,Os02g48200.1,250
88,0.0,5leaderP,Os02g48200.1,250
89,0.0,5leaderP,Os02g48200.1,250
90,0.0,5leaderP,Os02g48200.1,250
91,0.0,5leaderP,Os02g48200.1,250
92,0.0,5leaderP,Os02g48200.1,250
93,0.0,5leaderP,Os02g48200.1,250
94,0.0,5leaderP,Os02g48200.1,250
95,0.0,5leaderP,Os02g48200.1,250
96,0.0,5leaderP,Os02g48200.1,250
97,0.0,5leaderP,Os02g48200.1,250
98,0.0,5leaderP,Os02g48200.1,250
99,0.0,5leaderP,Os02g48200.1,250
100,0.0,5leaderP,Os02g48200.1,250
101,0.0,5leaderP,Os02g48200.1,250
102,0.0,5leaderP,Os02g48200.1,250
103,0.0,5leaderP,Os02g48200.1,250
104,0.0,5leaderP,Os02g48200.1,250
105,0.0,5leaderP,Os02g48200.1,250
106,0.0,5leaderP,Os02g48200.1,250
107,0.0,5leaderP,Os02g48200.1,250
108,0.0,5leaderP,Os02g48200.1,250
109,0.0,5leaderP,Os02g48200.1,250
110,0.0,5leaderP,Os02g48200.1,250
111,0.0,5leaderP,Os02g48200.1,250
112,0.0,5leaderP,Os02g48200.1,250
113,0.0,5leaderP,Os02g48200.1,250
114,0.0,5leaderP,Os02g48200.1,250
115,0.0,5leaderP,Os02g48200.1,250
116,0.0,5leaderP,Os02g48200.1,250
117,0.0,5leaderP,Os02g48200.1,250
118,0.0,5leaderP,Os02g48200.1,250
119,0.0,5leaderP,Os02g48200.1,250
120,0.0,5leaderP,Os02g48200.1,250
121,0.0,5leaderP,Os02g48200.1,250
122,0.0,5leaderP,Os02g48200.1,250
123,0.0,5leaderP,Os02g48200.1,250
124,0.0,5leaderP,Os02g48200.1,250
125,0.0,5leaderP,Os02g48200.1,250
126,3.5,5leaderP,Os02g48200.1,250
127,0.0,5leaderP,Os02g48200.1,250
128,0.0,5leaderP,Os02g48200.1,250
129,0.0,5leaderP,Os02g48200.1,250
130,0.0,5leaderP,Os02g48200.1,250
131,0.0,5leaderP,Os02g48200.1,250
132,0.0,5leaderP,Os02g48200.1,250
133,0.0,5leaderP,Os02g48200.1,250
134,0.0,5leaderP,Os02g48200.1,250
135,0.0,5leaderP,Os02g48200.1,250
136,0.0,5leaderP,Os02g48200.1,250
137,0.0,5leaderP,Os02g48200.1,250
138,0.0,5leaderP,Os02g48200.1,250
139,0.0,5leaderP,Os02g48200.1,250
140,0.0,5leaderP,Os02g48200.1,250
141,0.0,5leaderP,Os02g48200.1,250
142,0.0,5leaderP,Os02g48200.1,250
143,0.0,5leaderP,Os02g48200.1,250
144,0.0,5leaderP,Os02g48200.1,250
145,0.0,5leaderP,Os02g48200.1,250
146,0.0,5leaderP,Os02g48200.1,250
147,0.0,5leaderP,Os02g48200.1,250
148,0.0,5leaderP,Os02g48200.1,250
149,0.0,5leaderP,Os02g48200.1,250
150,0.0,5leaderP,Os02g48200.1,250
151,17.5,5leaderP,Os02g48200.1,250
152,0.0,5leaderP,Os02g48200.1,250
153,0.0,5leaderP,Os02g48200.1,250
154,0.0,5leaderP,Os02g48200.1,250
155,0.0,5leaderP,Os02g48200.1,250
156,0.0,5leaderP,Os02g48200.1,250
157,0.0,5leaderP,Os02g48200.1,250
158,0.0,5leaderP,Os02g48200.1,250
159,0.0,5leaderP,Os02g48200.1,250
160,0.0,5leaderP,Os02g48200.1,250
161,0.0,5leaderP,Os02g48200.1,250
162,0.0,5leaderP,Os02g48200.1,250
163,0.0,5leaderP,Os02g48200.1,250
164,0.0,5leaderP,Os02g48200.1,250
165,0.0,5leaderP,Os02g48200.1,250
166,0.0,5leaderP,Os02g48200.1,250
167,0.0,5leaderP,Os02g48200.1,250
168,0.0,5leaderP,Os02g48200.1,250
169,0.0,5leaderP,Os02g48200.1,250
170,0.0,5leaderP,Os02g48200.1,250
171,0.0,5leaderP,Os02g48200.1,250
172,0.0,5leaderP,Os02g48200.1,250
173,0.0,5leaderP,Os02g48200.1,250
174,0.0,5leaderP,Os02g48200.1,250
175,0.0,5leaderP,Os02g48200.1,250
176,3.5,5leaderP,Os02g48200.1,250
177,0.0,5leaderP,Os02g48200.1,250
178,0.0,5leaderP,Os02g48200.1,250
179,0.0,5leaderP,Os02g48200.1,250
180,0.0,5leaderP,Os02g48200.1,250
181,0.0,5leaderP,Os02g48200.1,250
182,0.0,5leaderP,Os02g48200.1,250
183,0.0,5leaderP,Os02g48200.1,250
184,0.0,5leaderP,Os02g48200.1,250
185,0.0,5leaderP,Os02g48200.1,250
186,0.0,5leaderP,Os02g48200.1,250
187,0.0,5leaderP,Os02g48200.1,250
188,0.0,5leaderP,Os02g48200.1,250
189,0.0,5leaderP,Os02g48200.1,250
190,0.0,5leaderP,Os02g48200.1,250
191,0.0,5leaderP,Os02g48200.1,250
192,0.0,5leaderP,Os02g48200.1,250
193,0.0,5leaderP,Os02g48200.1,250
194,0.0,5leaderP,Os02g48200.1,250
195,0.0,5leaderP,Os02g48200.1,250
196,0.0,5leaderP,Os02g48200.1,250
197,0.0,5leaderP,Os02g48200.1,250
198,0.0,5leaderP,Os02g48200.1,250
199,0.0,5leaderP,Os02g48200.1,250
200,0.0,5leaderP,Os02g48200.1,250
201,0.0,5leaderP,Os02g48200.1,250
202,0.0,5leaderP,Os02g48200.1,250
203,0.0,5leaderP,Os02g48200.1,250
204,0.0,5leaderP,Os02g48200.1,250
205,0.0,5leaderP,Os02g48200.1,250
206,0.0,5leaderP,Os02g48200.1,250
207,0.0,5leaderP,Os02g48200.1,250
208,0.0,5leaderP,Os02g48200.1,250
209,0.0,5leaderP,Os02g48200.1,250
210,0.0,5leaderP,Os02g48200.1,250
211,0.0,5leaderP,Os02g48200.1,250
212,0.0,5leaderP,Os02g48200.1,250
213,0.0,5leaderP,Os02g48200.1,250
214,0.0,5leaderP,Os02g48200.1,250
215,0.0,5leaderP,Os02g48200.1,250
216,0.0,5leaderP,Os02g48200.1,250
217,0.0,5leaderP,Os02g48200.1,250
218,0.0,5leaderP,Os02g48200.1,250
219,0.0,5leaderP,Os02g48200.1,250
220,0.0,5leaderP,Os02g48200.1,250
221,0.0,5leaderP,Os02g48200.1,250
222,0.0,5leaderP,Os02g48200.1,250
223,0.0,5leaderP,Os02g48200.1,250
224,0.0,5leaderP,Os02g48200.1,250
225,0.0,5leaderP,Os02g48200.1,250
226,0.0,5leaderP,Os02g48200.1,250
227,0.0,5leaderP,Os02g48200.1,250
228,0.0,5leaderP,Os02g48200.1,250
229,0.0,5leaderP,Os02g48200.1,250
230,0.0,5leaderP,Os02g48200.1,250
231,0.0,5leaderP,Os02g48200.1,250
232,0.0,5leaderP,Os02g48200.1,250
233,0.0,5leaderP,Os02g48200.1,250
234,0.0,5leaderP,Os02g48200.1,250
235,0.0,5leaderP,Os02g48200.1,250
236,0.0,5leaderP,Os02g48200.1,250
237,0.0,5leaderP,Os02g48200.1,250
238,0.0,5leaderP,Os02g48200.1,250
239,0.0,5leaderP,Os02g48200.1,250
240,0.0,5leaderP,Os02g48200.1,250
241,0.0,5leaderP,Os02g48200.1,250
242,0.0,5leaderP,Os02g48200.1,250
243,0.0,5leaderP,Os02g48200.1,250
244,0.0,5leaderP,Os02g48200.1,250
245,0.0,5leaderP,Os02g48200.1,250
246,0.0,5leaderP,Os02g48200.1,250
247,0.0,5leaderP,Os02g48200.1,250
248,0.0,5leaderP,Os02g48200.1,250
249,0.0,5leaderP,Os02g48200.1,250
250,0.0,5leaderP,Os02g48200.1,250
